+-----------+-------------------------------------------------------------------------+--------+----+------------+-----------+----------------------+
|   Mã môn  | Tên môn học                                                             |  Nhóm  | Tổ | Số tín chỉ |    Lớp    |        ID Môn        |
| 61VIP1INL | Dẫn luận Ngôn ngữ học                                                   | 07_CT5 |    |     2      |     *     | -5881777718642552118 |
| 61VIP2IVL | Nhập môn Việt ngữ học                                                   | 07_CT5 |    |     2      |     *     | -6975917220210852622 |
| 61FIT1CSK | Ứng dụng Công nghệ thông tin                                            | 07_ST5 |    |     3      |     *     | -6862781927468674348 |
| 61VIP1IVC | Cơ sở Văn hóa Việt Nam                                                  | 07_ST6 |    |     2      |     *     | -6400185017111239232 |
| 61CHI3FL1 | Ngoại ngữ 2 - tiếng Trung Quốc A1                                       |   08   |    |     3      |     *     | -6514990679865868620 |
| 61CHI3FL2 | Ngoại ngữ 2 - tiếng Trung Quốc A2                                       |   08   |    |     4      |     *     | -8408827065961128102 |
| 61CHI3IP1 | Phiên dịch 1                                                            |   08   |    |     3      |     *     | -8035793622817872202 |
| 61CHI3TP1 | Biên dịch 1                                                             |   08   |    |     3      |     *     | -8012236479553473539 |
| 61ENG2LS3 | Kỹ năng nghe 3 (B2)                                                     |   08   |    |     3      |     *     | -8617527017331120247 |
| 61ENG2RS3 | Kỹ năng đọc 3 (B2)                                                      |   08   |    |     3      |     *     | -8737384119288294439 |
| 61ENG2SS3 | Kỹ năng nói 3 (B2)                                                      |   08   |    |     3      |     *     | -7647452543368919412 |
| 61ENG2WS3 | Kỹ năng viết 3 (B2)                                                     |   08   |    |     3      |     *     | -8139878013465486927 |
| 61ENG3LEX | Từ vựng học tiếng Anh                                                   |   08   |    |     3      |     *     | -7251883793120932201 |
|  61ESP1A2 | Thực hành tiếng A2                                                      |   08   |    |     14     |  5C-22ACN | -7190844232560598723 |
| 61PED1MDR | Chạy cự ly trung bình (800m-1500m)                                      | 08.01  |    |     1      |     *     | -9038923487211876299 |
| 61PED1OMR | Chạy 100m                                                               | 08.02  |    |     1      |     *     | -6785881869442910352 |
| 61PED1PP1 | Bóng bàn 1                                                              | 08.02  |    |     1      |     *     | -7172264539467029069 |
| 61PED1OMR | Chạy 100m                                                               | 08.03  |    |     1      |     *     | -6785881869442910352 |
| 61PED1PP1 | Bóng bàn 1                                                              | 08.03  |    |     1      |     *     | -7172264539467029069 |
| 61FIT1CSK | Ứng dụng Công nghệ thông tin                                            | 08_CT5 |    |     3      |     *     | -6862781927468674348 |
| 61VIP1INL | Dẫn luận Ngôn ngữ học                                                   | 08_CT6 |    |     2      |     *     | -5881777718642552118 |
| 61VIP1IVC | Cơ sở Văn hóa Việt Nam                                                  | 08_CT6 |    |     2      |     *     | -6400185017111239232 |
| 61VIP2IVL | Nhập môn Việt ngữ học                                                   | 08_ST6 |    |     2      |     *     | -6975917220210852622 |
| 61ENG2LS3 | Kỹ năng nghe 3 (B2)                                                     |   09   |    |     3      |     *     | -8617527017331120247 |
| 61ENG2RS3 | Kỹ năng đọc 3 (B2)                                                      |   09   |    |     3      |     *     | -8737384119288294439 |
| 61ENG2SS3 | Kỹ năng nói 3 (B2)                                                      |   09   |    |     3      |     *     | -7647452543368919412 |
| 61ENG2WS3 | Kỹ năng viết 3 (B2)                                                     |   09   |    |     3      |     *     | -8139878013465486927 |
| 61ENG3LEX | Từ vựng học tiếng Anh                                                   |   09   |    |     3      |     *     | -7251883793120932201 |
|  61ESP1A2 | Thực hành tiếng A2                                                      |   09   |    |     14     |  6C-22ACN | -7190844232560598723 |
| 61PED1MDR | Chạy cự ly trung bình (800m-1500m)                                      | 09.01  |    |     1      |     *     | -9038923487211876299 |
| 61PED1OMR | Chạy 100m                                                               | 09.02  |    |     1      |     *     | -6785881869442910352 |
| 61PED1OMR | Chạy 100m                                                               | 09.03  |    |     1      |     *     | -6785881869442910352 |
| 61VIP1IVC | Cơ sở Văn hóa Việt Nam                                                  | 09_CT3 |    |     2      |     *     | -6400185017111239232 |
| 61VIP1INL | Dẫn luận Ngôn ngữ học                                                   | 09_ST2 |    |     2      |     *     | -5881777718642552118 |
| 61FIT1CSK | Ứng dụng Công nghệ thông tin                                            | 09_ST6 |    |     3      |     *     | -6862781927468674348 |
| 61DES2CUA | Nhân chủng học Văn hóa                                                  |   1    |    |     3      |     *     | -7626631273000866944 |
| 61DES2GSO | Xã hội học Đại cương                                                    |   1    |    |     3      |     *     | -7620109847190221469 |
| 61DES2HCD | Vốn con người và Phát triển                                             |   1    |    |     3      |     *     | -8194293902739113534 |
| 61DES2MIC | Kinh tế Vi mô                                                           |   1    |    |     3      |     *     | -6060894375614365718 |
| 61DES2PAD | Chính trị và Phát triển                                                 |   1    |    |     3      |     *     | -7131769223599320898 |
| 61DES3DEE | Kinh tế Phát triển                                                      |   1    |    |     3      |     *     | -6279910667490335785 |
| 61DES3FDE | Tài chính và Phát triển                                                 |   1    |    |     3      |     *     | -7330222985920232224 |
| 61DES3GIS | Hệ thống Thông tin Địa lý                                               |   1    |    |     3      |     *     | -5398421166277438154 |
| 61DES4GED | Giới và Phát triển                                                      |   1    |    |     3      |     *     | -8865785892345898675 |
| 61ENG3ELS | Chuyên đề Văn học Anh                                                   |   1    |    |     2      |     *     | -6130082587507961071 |
| 61ENG3MIT | Giảng tập Vi mô                                                         |   1    |    |     4      |     *     | -7426640251825381421 |
| 61ENG3PAP | Ngữ âm - Âm vị học tiếng Anh                                            |   1    |    |     3      |     *     | -6703630900774626080 |
| 61ENG3TAE | Thẩm định và hiệu đính bản dịch                                         |   1    |    |     3      |     *     | -9036491894518680243 |
| 61ENG3TIP | Chuyên đề Biên - Phiên dịch                                             |   1    |    |     3      |     *     | -7055367776201120326 |
| 61ENG4CES | Chuyên đề Văn hóa các nước nói tiếng Anh                                |   1    |    |     2      |     *     | -7284349945769220850 |
| 61ENG4COL | Ngôn ngữ học Đối chiếu                                                  |   1    |    |     3      |     *     | -8020410747658470033 |
| 61ENG4GR2 | Ngữ pháp học tiếng Anh 2                                                |   1    |    |     3      |     *     | -5315314583653202273 |
| 61ENG4SCD | Thiết kế và Xây dựng Chương trình Giảng dạy                             |   1    |    |     3      |     *     | -8012382256336825330 |
| 61ENG4TP3 | Biên dịch 3                                                             |   1    |    |     3      |     *     | -8647562062760791620 |
| 61FIS2CPS | Chính trị học So sánh                                                   |   1    |    |     3      |     *     | -8374861238518178767 |
| 61FIS2CUA | Nhân chủng học Văn hóa                                                  |   1    |    |     3      |     *     | -5561612411150363330 |
| 61FIS2GIS | Hệ thống Thông tin Địa lý                                               |   1    |    |     3      |     *     | -4681384394153165563 |
| 61FIS2GSO | Xã hội học Đại cương                                                    |   1    |    |     3      |     *     | -7810466540109667530 |
| 61FIS2MIC | Kinh tế Vi mô                                                           |   1    |    |     3      |     *     | -7049329904372718587 |
| 61FIS3BCO | Giao tiếp Kinh doanh                                                    |   1    |    |     3      |     *     | -7005271507154646481 |
| 61FIS3DEE | Kinh tế Phát triển                                                      |   1    |    |     3      |     *     | -5489812408822023252 |
| 61FIS3EMC | Quản lý Môi trường và Biến đổi Khí hậu                                  |   1    |    |     3      |     *     | -7051159864039916434 |
| 61FIS3FPA | Phân tích Chính sách Đối ngoại                                          |   1    |    |     3      |     *     | -4920724723010294617 |
| 61FIS3INE | Kinh tế Quốc tế                                                         |   1    |    |     3      |     *     | -9013832878012316218 |
| 61FIS3PFI | Tài chính công                                                          |   1    |    |     3      |     *     | -6154325601198465347 |
| 61FIS4IPM | Quản lý Dự án Quốc tế                                                   |   1    |    |     3      |     *     | -7618137334413923587 |
| 61FIS4REM | Phương pháp Nghiên cứu                                                  |   1    |    |     3      |     *     | -7531901911046987378 |
| 61JAP3FL1 | Ngoại ngữ 2 - tiếng Nhật Bản A1                                         |   1    |    |     3      |     *     | -8507856996348898419 |
| 61JAP3FL2 | Ngoại ngữ 2 - tiếng Nhật Bản A2                                         |   1    |    |     4      |     *     | -7231688347681271313 |
| 61SFL3FL1 | Ngoại ngữ 2_A1                                                          |   1    |    |     3      |     *     | -7848702046779576493 |
| 61SFL3FL2 | Ngoại ngữ 2_A2                                                          |   1    |    |     4      |     *     | -7248737916550811376 |
|  61SPA1A1 | Thực hành tiếng A1                                                      |   1    |    |     6      |     *     | -8836347593263817018 |
| 61SPA1SRS | Phương pháp Học tập và Nghiên cứu khoa học                              |   1    |    |     2      |     *     | -7012415607005250089 |
| 61SPA21B2 | Thực hành tiếng 1B2                                                     |   1    |    |     4      |     *     | -8694305483461232264 |
| 61SPA22B2 | Thực hành tiếng 2B2                                                     |   1    |    |     4      |     *     | -9068026656785039749 |
| 61SPA23B1 | Thực hành tiếng 3B1                                                     |   1    |    |     4      |     *     | -8673348524288149454 |
| 61SPA2PRO | Luyện âm tiếng Tây Ban Nha                                              |   1    |    |     2      |     *     | -5560777862283880195 |
| 61SPA32C1 | Thực hành tiếng 2C1                                                     |   1    |    |     3      |     *     | -5328322453788561551 |
| 61SPA3BUS | Tiếng Tây Ban Nha Thương mại                                            |   1    |    |     3      |     *     | -8245584393242334498 |
| 61SPA3ITI | Nhập môn Biên - Phiên dịch                                              |   1    |    |     2      |     *     | -7520638814887250498 |
| 61SPA3ITO | Nhập môn Du lịch                                                        |   1    |    |     2      |     *     | -7049140505986180380 |
| 61SPA3LEX | Từ vựng học tiếng Tây Ban Nha                                           |   1    |    |     3      |     *     | -6255965960710405359 |
| 61SPA3SPL | Trích giảng Văn học Tây Ban Nha                                         |   1    |    |     2      |     *     | -4970999039050512499 |
| 61SPA4AIS | Thực hành tiếng Tổng hợp Nâng cao                                       |   1    |    |     3      |     *     | -5585583230019106928 |
| 61SPA4INT | Thực tập                                                                |   1    |    |     3      |     *     | -5409946895320654586 |
| 61SPA4IP2 | Thực hành dịch nói 2                                                    |   1    |    |     3      |     *     | -8381309570569431874 |
| 61SPA4MIT | Du lịch MICE                                                            |   1    |    |     3      |     *     | -5315275383623694244 |
| 61SPA4RET | Hiệu đính và Biên tập Văn bản dịch                                      |   1    |    |     3      |     *     | -6602831047551214644 |
| 61SPA4SIT | Lược dịch                                                               |   1    |    |     3      |     *     | -7761317312646880701 |
| 61SPA4STA | Tiếng Tây Ban Nha cho Nhân viên văn phòng du lịch                       |   1    |    |     3      |     *     | -6413863673866070194 |
| 61SPA4STG | Tiếng Tây Ban Nha cho Hướng dẫn viên du lịch                            |   1    |    |     3      |     *     | -4677895992152060017 |
| 61SPA4TP2 | Thực hành dịch viết 2                                                   |   1    |    |     3      |     *     | -8080421872185936775 |
| 61SPA4TPD | Xây dựng Sản phẩm Du lịch                                               |   1    |    |     3      |     *     | -5010886334497037220 |
| 61VNS11A1 | Thực hành tiếng Việt 1A1                                                |   1    |    |     3      |     *     | -4971349994183960412 |
| 61VNS11A2 | Thực hành tiếng Việt 1A2                                                |   1    |    |     4      |     *     | -7345188140763768199 |
| 61VNS12A1 | Thực hành tiếng Việt 2A1                                                |   1    |    |     4      |     *     | -5665115007656210404 |
| 61VNS13A1 | Thực hành tiếng Việt 3A1                                                |   1    |    |     4      |     *     | -7452435374549461338 |
| 61VNS21B2 | Thực hành tiếng Việt 1B2                                                |   1    |    |     4      |     *     | -8790161278158818167 |
| 61VNS22B2 | Thực hành tiếng Việt 2B2                                                |   1    |    |     4      |     *     | -8104167459380262342 |
| 61VNS23B1 | Thực hành tiếng Việt 3B1                                                |   1    |    |     4      |     *     | -6712242065707029842 |
| 61VNS23B2 | Thực hành tiếng Việt 3B2                                                |   1    |    |     4      |     *     | -5506280974297665050 |
| 61VNS2INL | Dẫn luận Ngôn ngữ học                                                   |   1    |    |     4      |     *     | -5514356428833946185 |
| 61VNS2ITI | Nhập môn Biên - Phiên dịch                                              |   1    |    |     4      |     *     | -7746425095253878313 |
| 61VNS2VBC | Tiếng Việt Thư tín thương mại                                           |   1    |    |     2      |     *     | -5001993421743390653 |
| 61VNS3LTE | Pháp luật Kinh tế - Thương mại                                          |   1    |    |     2      |     *     | -7666001104189000092 |
| 61VNS3SRS | Phương pháp Học tập và Nghiên cứu khoa học                              |   1    |    |     2      |     *     | -8547231893498010384 |
| 61VNS3TGS | Nghiệp vụ Hướng dẫn Du lịch                                             |   1    |    |     3      |     *     | -7540925909073363357 |
| 61VNS3TI1 | Thực hành Biên -  Phiên dịch 1                                          |   1    |    |     4      |     *     | -8472699205019513236 |
| 61VNS3TIS | Nghiệp vụ Biên -  Phiên dịch                                            |   1    |    |     4      |     *     | -8656503095329087425 |
| 61VNS3TOP | Nghiệp vụ Điều hành Du lịch                                             |   1    |    |     2      |     *     | -5311753116651692686 |
| 61VNS3VC1 | Cơ sở Văn hóa Việt Nam 1                                                |   1    |    |     4      |     *     | -5675817331632937158 |
| 61VNS3VC2 | Cơ sở Văn hóa Việt Nam 2                                                |   1    |    |     4      |     *     | -6913330426463581958 |
| 61VNS3VCU | Phong tục, Tập quán Việt Nam                                            |   1    |    |     4      |     *     | -7935317351147810206 |
| 61VNS3VTE | Tiếng Việt Kinh tế -  Thương mại                                        |   1    |    |     4      |     *     | -5964682117342355460 |
| 61VNS4TEV | Kinh tế Việt Nam                                                        |   1    |    |     4      |     *     | -6193105057394591585 |
| 61VNS4VLE | Từ vựng học tiếng Việt                                                  |   1    |    |     4      |     *     | -7290321628097700018 |
| 61JAP3LPM | Thiết kế giáo án và Phát triển tài liệu giảng dạy ngoại ngữ             |  1.19  |    |     2      |     *     | -7489572741006072283 |
| 61JAP4ADT | Dịch viết Nâng cao                                                      |  1.19  |    |     2      |     *     | -6485667235872201502 |
| 61JAP4BUC | Thư tín Thương mại                                                      |  1.19  |    |     3      |     *     | -8339805845855911394 |
| 61JAP4IBN | Đàm phán Thương mại quốc tế                                             |  1.19  |    |     3      |     *     | -5478658929583015118 |
| 61JAP4JAT | Tiếng Nhật Du lịch                                                      |  1.19  |    |     2      |     *     | -6764539621532036580 |
| 61JAP4JOW | Tiếng Nhật Văn phòng                                                    |  1.19  |    |     2      |     *     | -8935903696648724119 |
| 61JAP4JVC | Đối chiếu Ngôn ngữ Nhật- Việt                                           |  1.19  |    |     2      |     *     | -5170834607368109883 |
| 61JAP4LCD | Thiết kế chương trình đào tạo ngoại ngữ                                 |  1.19  |    |     2      |     *     | -8793146161448205593 |
| 61JAP4MET | Dịch Văn bản Tin tức Báo chí                                            |  1.19  |    |     2      |     *     | -7175516156260381145 |
| 61JAP4TEA | Kiểm tra và đánh giá trong dạy học ngoại ngữ                            |  1.19  |    |     2      |     *     | -6668533783606150595 |
| 61JAP4TEC | Dịch chuyên ngành Kinh tế - Thương mại                                  |  1.19  |    |     2      |     *     | -5980255972256759747 |
| 61JAP4TP3 | Thực hành dịch viết 3                                                   |  1.19  |    |     3      |     *     | -8095094376244296681 |
| 61JAP4TRT | Dịch chuyên ngành Du lịch                                               |  1.19  |    |     2      |     *     | -8061510175311263652 |
| 61JAP3CCS | Đất nước và Văn hóa Nhật Bản                                            |  1.20  |    |     3      |     *     | -8698747510759918815 |
| 61JAP3GES | Giáo dục học đại cương                                                  |  1.20  |    |     2      |     *     | -7776763321907549929 |
| 61JAP3IBJ | Tiếng Nhật Thương mại Quốc tế                                           |  1.20  |    |     3      |     *     | -8662268096189795088 |
| 61JAP3IJL | Nhập môn Nhật ngữ học                                                   |  1.20  |    |     3      |     *     | -8417595964534709125 |
| 61JAP3ITI | Nhập môn Biên-Phiên dịch                                                |  1.20  |    |     2      |     *     | -6740629202411584580 |
| 61JAP3JTP | Lý luận dạy học tiếng Nhật                                              |  1.20  |    |     3      |     *     | -5330311198221925432 |
| 61JAP3MAC | Kinh tế Vĩ mô tiếng Nhật                                                |  1.20  |    |     4      |     *     | -8152379237003568594 |
| 61JAP3MIC | Kinh tế Vi mô tiếng Nhật                                                |  1.20  |    |     4      |     *     | -5337603407762553362 |
| 61JAP3PFL | Tâm lý học trong dạy học ngoại ngữ                                      |  1.20  |    |     3      |     *     | -5155428345369675494 |
| 61JAP3TP1 | Thực hành dịch viết 1                                                   |  1.20  |    |     4      |     *     | -5065424024034886764 |
| 61JAP4JAL | Chuyên đề Từ vựng tiếng Nhật: khai thác tri thức Hán Việt trong dạy học |  1.20  |    |     2      |     *     | -5478199726040462168 |
| 61JAP4JBC | Văn hóa kinh doanh Nhật Bản                                             |  1.20  |    |     3      |     *     | -5261257531494911504 |
| 61JAP21B2 | Thực hành tiếng 1B2                                                     |  1.21  |    |     3      |     *     | -6569111998268218689 |
| 61JAP22B2 | Thực hành tiếng 2B2                                                     |  1.21  |    |     3      |     *     | -6278227979523386223 |
| 61JAP23B1 | Thực hành tiếng 3B1                                                     |  1.21  |    |     3      |     *     | -9101833119582962536 |
| 61JAP23B2 | Thực hành tiếng 3B2                                                     |  1.21  |    |     3      |     *     | -5246880138340251130 |
| 61PML3RCM | Đường lối Cách mạng của Đảng Cộng sản Việt Nam                          | 1_CT2  |    |     3      |     *     | -9077512124548978808 |
| 61PML1PML | Triết học Mác – Lênin                                                   | 1_ST2  |    |     3      |     *     | -7622655133131764720 |
| 61PML1POE | Kinh tế Chính trị Mác - Lênin                                           | 1_ST2  |    |     2      |     *     | -8053378417483436770 |
| 61PML2HVC | Lịch sử Đảng Cộng sản Việt Nam                                          | 1_ST2  |    |     2      |     *     | -7335302513069388975 |
| 61PML2SCS | Chủ nghĩa Xã hội Khoa học                                               | 1_ST2  |    |     2      |     *     | -5827057186439696570 |
| 61PML3HCM | Tư tưởng Hồ Chí Minh                                                    | 1_ST2  |    |     2      |     *     | -6528927923294377408 |
| 61PML1ML1 | Những Nguyên lý Cơ bản của Chủ nghĩa Mác - Lênin 1                      | 1_ST7  |    |     2      |     *     | -9088418470856647364 |
| 61PML1ML2 | Những Nguyên lý Cơ bản của Chủ nghĩa Mác - Lênin 2                      | 1_ST7  |    |     3      |     *     | -8513801375833516020 |
| 61ENG2RS3 | Kỹ năng đọc 3 (B2)                                                      |   10   |    |     3      |     *     | -8737384119288294439 |
| 61ENG2SS3 | Kỹ năng nói 3 (B2)                                                      |   10   |    |     3      |     *     | -7647452543368919412 |
| 61ENG2WS3 | Kỹ năng viết 3 (B2)                                                     |   10   |    |     3      |     *     | -8139878013465486927 |
| 61ENG3LEX | Từ vựng học tiếng Anh                                                   |   10   |    |     3      |     *     | -7251883793120932201 |
| 61ENG3PAP | Ngữ âm - Âm vị học tiếng Anh                                            |   10   |    |     3      |     *     | -6703630900774626080 |
|  61ESP1A2 | Thực hành tiếng A2                                                      |   10   |    |     14     |  7C-22ACN | -7190844232560598723 |
| 61PED1MDR | Chạy cự ly trung bình (800m-1500m)                                      | 10.01  |    |     1      |     *     | -9038923487211876299 |
| 61PED1OMR | Chạy 100m                                                               | 10.02  |    |     1      |     *     | -6785881869442910352 |
| 61PED1OMR | Chạy 100m                                                               | 10.03  |    |     1      |     *     | -6785881869442910352 |
| 61FIT1CSK | Ứng dụng Công nghệ thông tin                                            | 10_CT6 |    |     3      |     *     | -6862781927468674348 |
| 61PML1PML | Triết học Mác – Lênin                                                   | 10_CT6 |    |     3      |     *     | -7622655133131764720 |
| 61PML1POE | Kinh tế Chính trị Mác - Lênin                                           | 10_CT6 |    |     2      |     *     | -8053378417483436770 |
| 61PML2GEL | Pháp luật Đại cương                                                     | 10_CT6 |    |     2      |     *     | -6313615929115732326 |
| 61PML2HVC | Lịch sử Đảng Cộng sản Việt Nam                                          | 10_CT6 |    |     2      |     *     | -7335302513069388975 |
| 61PML2SCS | Chủ nghĩa Xã hội Khoa học                                               | 10_CT6 |    |     2      |     *     | -5827057186439696570 |
| 61PML3HCM | Tư tưởng Hồ Chí Minh                                                    | 10_CT6 |    |     2      |     *     | -6528927923294377408 |
| 61VIP1IVC | Cơ sở Văn hóa Việt Nam                                                  | 10_ST5 |    |     2      |     *     | -6400185017111239232 |
| 61ENG2LS3 | Kỹ năng nghe 3 (B2)                                                     |   11   |    |     3      |     *     | -8617527017331120247 |
| 61ENG2RS3 | Kỹ năng đọc 3 (B2)                                                      |   11   |    |     3      |     *     | -8737384119288294439 |
| 61ENG2SS3 | Kỹ năng nói 3 (B2)                                                      |   11   |    |     3      |     *     | -7647452543368919412 |
| 61ENG2WS3 | Kỹ năng viết 3 (B2)                                                     |   11   |    |     3      |     *     | -8139878013465486927 |
|  61ESP1A2 | Thực hành tiếng A2                                                      |   11   |    |     14     | 1TĐ-22ACN | -7190844232560598723 |
| 61PED1MDR | Chạy cự ly trung bình (800m-1500m)                                      | 11.01  |    |     1      |     *     | -9038923487211876299 |
| 61PED1OMR | Chạy 100m                                                               | 11.02  |    |     1      |     *     | -6785881869442910352 |
| 61PED1OMR | Chạy 100m                                                               | 11.03  |    |     1      |     *     | -6785881869442910352 |
| 61FIT1CSK | Ứng dụng Công nghệ thông tin                                            | 11_ST7 |    |     3      |     *     | -6862781927468674348 |
| 61PML1POE | Kinh tế Chính trị Mác - Lênin                                           | 11_ST7 |    |     2      |     *     | -8053378417483436770 |
| 61PML2SCS | Chủ nghĩa Xã hội Khoa học                                               | 11_ST7 |    |     2      |     *     | -5827057186439696570 |
| 61PML3HCM | Tư tưởng Hồ Chí Minh                                                    | 11_ST7 |    |     2      |     *     | -6528927923294377408 |
|  61ESP1A2 | Thực hành tiếng A2                                                      |   12   |    |     14     | 2TĐ-22ACN | -7190844232560598723 |
| 61PED1MDR | Chạy cự ly trung bình (800m-1500m)                                      | 12.01  |    |     1      |     *     | -9038923487211876299 |
| 61PED1OMR | Chạy 100m                                                               | 12.02  |    |     1      |     *     | -6785881869442910352 |
| 61PED1OMR | Chạy 100m                                                               | 12.03  |    |     1      |     *     | -6785881869442910352 |
| 61PML1POE | Kinh tế Chính trị Mác - Lênin                                           | 12_CT7 |    |     2      |     *     | -8053378417483436770 |
| 61PML2SCS | Chủ nghĩa Xã hội Khoa học                                               | 12_CT7 |    |     2      |     *     | -5827057186439696570 |
| 61PML3HCM | Tư tưởng Hồ Chí Minh                                                    | 12_CT7 |    |     2      |     *     | -6528927923294377408 |
| 61FIT1CSK | Ứng dụng Công nghệ thông tin                                            | 12_ST3 |    |     3      |     *     | -6862781927468674348 |
|  61ESP1A2 | Thực hành tiếng A2                                                      |   13   |    |     14     | 3TĐ-22ACN | -7190844232560598723 |
| 61PED1MDR | Chạy cự ly trung bình (800m-1500m)                                      | 13.01  |    |     1      |     *     | -9038923487211876299 |
| 61PED1OMR | Chạy 100m                                                               | 13.02  |    |     1      |     *     | -6785881869442910352 |
| 61PED1OMR | Chạy 100m                                                               | 13.03  |    |     1      |     *     | -6785881869442910352 |
| 61PML1POE | Kinh tế Chính trị Mác - Lênin                                           | 13_CT2 |    |     2      |     *     | -8053378417483436770 |
| 61PML1PML | Triết học Mác – Lênin                                                   | 13_ST3 |    |     3      |     *     | -7622655133131764720 |
| 61PML3HCM | Tư tưởng Hồ Chí Minh                                                    | 13_ST3 |    |     2      |     *     | -6528927923294377408 |
| 61FIT1CSK | Ứng dụng Công nghệ thông tin                                            | 13_ST4 |    |     3      |     *     | -6862781927468674348 |
| 61PML2GEL | Pháp luật Đại cương                                                     | 13_ST5 |    |     2      |     *     | -6313615929115732326 |
|  61ESP1A2 | Thực hành tiếng A2                                                      |   14   |    |     14     | 1KT-22ACN | -7190844232560598723 |
| 61PED1MDR | Chạy cự ly trung bình (800m-1500m)                                      | 14.01  |    |     1      |     *     | -9038923487211876299 |
| 61PML3HCM | Tư tưởng Hồ Chí Minh                                                    | 14_CT4 |    |     2      |     *     | -6528927923294377408 |
| 61FIT1CSK | Ứng dụng Công nghệ thông tin                                            | 14_CT5 |    |     3      |     *     | -6862781927468674348 |
|  61ESP1A2 | Thực hành tiếng A2                                                      |   15   |    |     14     | 2KT-22ACN | -7190844232560598723 |
| 61PED1MDR | Chạy cự ly trung bình (800m-1500m)                                      | 15.01  |    |     1      |     *     | -9038923487211876299 |
| 61FIT1CSK | Ứng dụng Công nghệ thông tin                                            | 15_ST2 |    |     3      |     *     | -6862781927468674348 |
|  61ESP1A2 | Thực hành tiếng A2                                                      |   16   |    |     14     | 3KT-22ACN | -7190844232560598723 |
| 61PED1MDR | Chạy cự ly trung bình (800m-1500m)                                      | 16.01  |    |     1      |     *     | -9038923487211876299 |
| 61FIT1CSK | Ứng dụng Công nghệ thông tin                                            | 16_CT2 |    |     3      |     *     | -6862781927468674348 |
|  61ESP1A2 | Thực hành tiếng A2                                                      |   17   |    |     14     | 1TC-22ACN | -7190844232560598723 |
| 61PED1MDR | Chạy cự ly trung bình (800m-1500m)                                      | 17.01  |    |     1      |     *     | -9038923487211876299 |
| 61FIT1CSK | Ứng dụng Công nghệ thông tin                                            | 17_ST3 |    |     3      |     *     | -6862781927468674348 |
| 61PML1PML | Triết học Mác – Lênin                                                   | 17_ST6 |    |     3      |     *     | -7622655133131764720 |
|  61ESP1A2 | Thực hành tiếng A2                                                      |   18   |    |     14     | 2TC-22ACN | -7190844232560598723 |
| 61PED1MDR | Chạy cự ly trung bình (800m-1500m)                                      | 18.01  |    |     1      |     *     | -9038923487211876299 |
| 61FIT1CSK | Ứng dụng Công nghệ thông tin                                            | 18_CT3 |    |     3      |     *     | -6862781927468674348 |
|  61ESP1A2 | Thực hành tiếng A2                                                      |   19   |    |     14     | 3TC-22ACN | -7190844232560598723 |
| 61PED1MDR | Chạy cự ly trung bình (800m-1500m)                                      | 19.01  |    |     1      |     *     | -9038923487211876299 |
| 61FIT1CSK | Ứng dụng Công nghệ thông tin                                            | 19_ST4 |    |     3      |     *     | -6862781927468674348 |
| 61DES2CUA | Nhân chủng học Văn hóa                                                  |   2    |    |     3      |     *     | -7626631273000866944 |
| 61DES2GSO | Xã hội học Đại cương                                                    |   2    |    |     3      |     *     | -7620109847190221469 |
| 61DES2MIC | Kinh tế Vi mô                                                           |   2    |    |     3      |     *     | -6060894375614365718 |
| 61DES3DEE | Kinh tế Phát triển                                                      |   2    |    |     3      |     *     | -6279910667490335785 |
| 61ENG3ELS | Chuyên đề Văn học Anh                                                   |   2    |    |     2      |     *     | -6130082587507961071 |
| 61ENG3MIT | Giảng tập Vi mô                                                         |   2    |    |     4      |     *     | -7426640251825381421 |
| 61ENG3PAP | Ngữ âm - Âm vị học tiếng Anh                                            |   2    |    |     3      |     *     | -6703630900774626080 |
| 61ENG3TAE | Thẩm định và hiệu đính bản dịch                                         |   2    |    |     3      |     *     | -9036491894518680243 |
| 61ENG3TIP | Chuyên đề Biên - Phiên dịch                                             |   2    |    |     3      |     *     | -7055367776201120326 |
| 61ENG4CES | Chuyên đề Văn hóa các nước nói tiếng Anh                                |   2    |    |     2      |     *     | -7284349945769220850 |
| 61ENG4COL | Ngôn ngữ học Đối chiếu                                                  |   2    |    |     3      |     *     | -8020410747658470033 |
| 61ENG4GR2 | Ngữ pháp học tiếng Anh 2                                                |   2    |    |     3      |     *     | -5315314583653202273 |
| 61ENG4SCD | Thiết kế và Xây dựng Chương trình Giảng dạy                             |   2    |    |     3      |     *     | -8012382256336825330 |
| 61ENG4TP3 | Biên dịch 3                                                             |   2    |    |     3      |     *     | -8647562062760791620 |
| 61FIS2CPS | Chính trị học So sánh                                                   |   2    |    |     3      |     *     | -8374861238518178767 |
| 61FIS2CUA | Nhân chủng học Văn hóa                                                  |   2    |    |     3      |     *     | -5561612411150363330 |
| 61FIS2GSO | Xã hội học Đại cương                                                    |   2    |    |     3      |     *     | -7810466540109667530 |
| 61FIS2MIC | Kinh tế Vi mô                                                           |   2    |    |     3      |     *     | -7049329904372718587 |
| 61FIS3DEE | Kinh tế Phát triển                                                      |   2    |    |     3      |     *     | -5489812408822023252 |
| 61FIS3EMC | Quản lý Môi trường và Biến đổi Khí hậu                                  |   2    |    |     3      |     *     | -7051159864039916434 |
| 61FIS3INE | Kinh tế Quốc tế                                                         |   2    |    |     3      |     *     | -9013832878012316218 |
