+-----------+-------------------------------------------------------------------------+--------+----+------------+-----------+----------------------+
|   Mã môn  | Tên môn học                                                             |  Nhóm  | Tổ | Số tín chỉ |    Lớp    |        ID Môn        |
| 61ITA3BUI | Tiếng Italia Thương mại                                                 | 01.20  |    |     2      |     *     | -4646070996141544294 |
| 61ITA3DIA | Phân tích Diễn ngôn                                                     | 01.20  |    |     2      |     *     | -8438957663734085190 |
| 61ITA3GHI | Địa lý và Lịch sử Italia                                                | 01.20  |    |     2      |     *     | -6189503297333107517 |
| 61ITA3ICC | Văn hóa – Văn minh Italia                                               | 01.20  |    |     2      |     *     | -6911236148785029215 |
| 61ITA3ITI | Nhập môn Biên-Phiên dịch                                                | 01.20  |    |     3      |     *     | -5281847057251809977 |
| 61ITA3LEI | Tiếng Italia Pháp luật                                                  | 01.20  |    |     2      |     *     | -8392304181558078297 |
| 61ITA3LI1 | Ngôn ngữ học Italia 1                                                   | 01.20  |    |     3      |     *     | -6117628985959902954 |
| 61ITA3LI2 | Ngôn ngữ học Italia 2                                                   | 01.20  |    |     3      |     *     | -5413623870466531506 |
| 61ITA3TAN | Phân tích Văn bản                                                       | 01.20  |    |     2      |     *     | -5331647011775638028 |
| 61MME3SM1 | Chuyên đề truyền thông đa phương tiện 1                                 | 01.20  |    |     3      |     *     | -5977661400883872353 |
| 61RUS31C1 | Thực hành tiếng 1C1                                                     | 01.20  |    |     3      |     *     | -5981816511442870097 |
| 61RUS32C1 | Thực hành tiếng 2C1                                                     | 01.20  |    |     3      |     *     | -5641198922391904795 |
| 61RUS3ITI | Nhập môn Biên-Phiên dịch                                                | 01.20  |    |     2      |     *     | -8979534005783323900 |
| 61RUS3LI1 | Văn học Nga 1                                                           | 01.20  |    |     3      |     *     | -4646086777402078736 |
| 61RUS3LI2 | Văn học Nga 2                                                           | 01.20  |    |     2      |     *     | -8574565763965548268 |
| 61RUS3WOF | Cấu tạo Từ tiếng Nga                                                    | 01.20  |    |     2      |     *     | -5860436870055081435 |
| 62FIT3SS1 | Chuyên đề 1                                                             | 01.20C |    |     3      |     *     | -7057487484354621419 |
| 62ITA33C1 | Thực hành tiếng 3C1                                                     | 01.20C |    |     3      |     *     | -9101194552919847570 |
| 62ITA3DIA | Phân tích diễn ngôn                                                     | 01.20C |    |     2      |     *     | -6998586162882419708 |
| 62ITA3HIA | Lịch sử nghệ thuật Italia                                               | 01.20C |    |     2      |     *     | -8025777646787307554 |
| 62ITA3ICC | Văn hóa – Văn minh Italia                                               | 01.20C |    |     3      |     *     | -5821703009062950126 |
| 62ITA3ITI | Nhập môn Biên-Phiên dịch                                                | 01.20C |    |     2      |     *     | -9070313982702993458 |
| 62ITA3LI1 | Ngôn ngữ học Italia 1                                                   | 01.20C |    |     3      |     *     | -7091883150994269862 |
| 62ITA3LI2 | Ngôn ngữ học Italia 2                                                   | 01.20C |    |     3      |     *     | -5255387853086854658 |
| 62ITA3TAN | Phân tích văn bản                                                       | 01.20C |    |     2      |     *     | -6814706710633768394 |
| 61FIT2RES | Phương pháp Nghiên cứu khoa học                                         | 01.21  |    |     2      |     *     | -6107217333359607498 |
| 61ITA21B1 | Thực hành tiếng 1B1                                                     | 01.21  |    |     4      |     *     | -7806063684155664970 |
| 61ITA21B2 | Thực hành tiếng 1B2                                                     | 01.21  |    |     4      |     *     | -4647697940479323523 |
| 61ITA22B1 | Thực hành tiếng 2B1                                                     | 01.21  |    |     4      |     *     | -9169605548497729800 |
| 61RUS21B2 | Thực hành tiếng 1B2                                                     | 01.21  |    |     4      |     *     | -6623951168317023120 |
| 61RUS22B2 | Thực hành tiếng 2B2                                                     | 01.21  |    |     4      |     *     | -5134296682426629311 |
| 61RUS23B1 | Thực hành tiếng 3B1                                                     | 01.21  |    |     3      |     *     | -5853163397597160459 |
| 62FIT2RES | Phương pháp Nghiên cứu khoa học                                         | 01.21C |    |     2      |     *     | -6288508147120780809 |
| 62ITA21B1 | Thực hành tiếng 1B1                                                     | 01.21C |    |     4      |     *     | -7924778566296231452 |
| 62ITA21B2 | Thực hành tiếng 1B2                                                     | 01.21C |    |     4      |     *     | -7573148692604991116 |
| 62ITA22B1 | Thực hành tiếng 2B1                                                     | 01.21C |    |     4      |     *     | -7463049086580848262 |
|  61ITA1A1 | Thực hành tiếng A1                                                      | 01.22  |    |     8      |     *     | -6084468713355487927 |
| 61ITA1RES | Phương pháp Nghiên cứu khoa học                                         | 01.22  |    |     2      |     *     | -6074377943062691010 |
|  62ITA1A1 | Thực hành tiếng A1                                                      | 01.22C |    |     8      |     *     | -6469666661104235882 |
| 62ITA1RES | Phương pháp Nghiên cứu khoa học                                         | 01.22C |    |     2      |     *     | -4721234083922392342 |
| 61VIP1INL | Dẫn luận Ngôn ngữ học                                                   | 01_CT2 |    |     2      |     *     | -5881777718642552118 |
| 61VIP2HWC | Lịch sử Văn minh Thế giới                                               | 01_CT2 |    |     2      |     *     | -4799280989380546857 |
| 61VIP2VTS | Văn bản tiếng Việt                                                      | 01_CT2 |    |     2      |     *     | -5347862728087070641 |
| 61FIT1CSK | Ứng dụng Công nghệ thông tin                                            | 01_ST2 |    |     3      |     *     | -6862781927468674348 |
| 61VIP1IVC | Cơ sở Văn hóa Việt Nam                                                  | 01_ST2 |    |     2      |     *     | -6400185017111239232 |
| 61VIP2IVL | Nhập môn Việt ngữ học                                                   | 01_ST2 |    |     2      |     *     | -6975917220210852622 |
| 61VIP2VIU | Tiếng Việt trong Hành chức                                              | 01_ST2 |    |     2      |     *     | -7709790954328887225 |
